score,rating,price,above_ma5,above_ma10,above_ma20,above_ma60,bull_arrange,ma5,ma10,ma20,ma60,dif,dea,macd,macd_golden,macd_dead,macd_above_zero,rsi,rsi_overbought,rsi_oversold,boll_mid,boll_up,boll_dn,kdj_k,kdj_d,kdj_j,kdj_golden,vol_surge_5,vol_expand,reasons,code,name
10,A++ 强烈看好,112.49,True,True,True,True,False,102.61,97.45,99.1,87.71,2.7846,1.9761,1.6171,True,False,True,57.2,False,False,99.1,111.55,86.66,78.17,58.26,118.0,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; MACD金叉; 零轴上方; 红柱放大; RSI中性; KDJ超买; 接近布林上轨,sz001359,平安电工
8,A++ 强烈看好,75.82,True,True,True,False,False,70.36,71.55,73.73,80.1,-2.7579,-3.0117,0.5076,True,False,False,48.9,False,False,73.73,80.16,67.3,50.63,29.14,93.61,False,False,False,站上MA5; 站上MA10; 站上MA20; MACD金叉; 红柱放大; RSI中性,sh600309,万华化学
11,A++ 强烈看好,67.46,True,True,True,True,False,59.88,60.91,58.23,54.03,1.7582,1.3395,0.8375,True,False,True,57.9,False,False,58.23,67.74,48.72,56.74,44.92,80.39,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; MACD金叉; 零轴上方; 红柱放大; RSI中性; 接近布林上轨,sh600301,华锡有色
11,A++ 强烈看好,92.01,True,True,True,True,False,89.0,88.34,88.6,83.45,1.3836,1.2812,0.2048,True,False,True,46.9,False,False,88.6,96.53,80.67,68.86,60.29,86.01,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; MACD金叉; 零轴上方; 红柱放大; RSI中性; 接近布林上轨,sh603040,新坐标
10,A++ 强烈看好,48.77,True,True,True,True,False,45.65,45.68,46.61,46.83,-0.3525,-0.4108,0.1166,True,False,False,52.2,False,False,46.61,49.88,43.34,47.99,31.34,81.3,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; MACD金叉; 红柱放大; RSI中性; 接近布林上轨,sh601021,春秋航空
6,A+ 看好,52.88,True,True,False,False,False,49.13,50.04,53.35,58.76,-3.0839,-3.1137,0.0596,True,False,False,36.4,False,False,53.35,61.37,45.32,46.33,27.76,83.49,False,False,False,站上MA5; 站上MA10; MACD金叉; 红柱放大,sh603799,华友钴业
7,A+ 看好,53.73,True,True,True,False,False,49.46,49.77,52.68,60.59,-2.9179,-3.3143,0.7928,True,False,False,41.6,False,False,52.68,59.92,45.44,55.33,30.72,104.57,False,False,False,站上MA5; 站上MA10; 站上MA20; MACD金叉; 红柱放大; RSI中性; KDJ超买,sz001233,海安集团
6,A+ 看好,32.86,True,True,False,False,False,29.81,30.94,33.0,38.52,-2.3259,-2.3342,0.0166,True,False,False,34.7,False,False,33.0,38.5,27.49,41.05,22.66,77.82,False,False,False,站上MA5; 站上MA10; MACD金叉; 红柱放大,sh600988,赤峰黄金
8,A++ 强烈看好,31.31,True,True,True,False,False,28.78,29.48,30.22,32.5,-1.0453,-1.0994,0.1081,True,False,False,44.0,False,False,30.22,33.14,27.3,46.21,28.67,81.3,False,False,False,站上MA5; 站上MA10; 站上MA20; MACD金叉; 红柱放大; RSI中性,sh601899,紫金矿业
7,A+ 看好,30.96,True,True,True,False,False,28.63,29.3,30.92,36.21,-2.1085,-2.2649,0.3128,True,False,False,37.4,False,False,30.92,35.26,26.58,44.86,27.17,80.25,False,False,False,站上MA5; 站上MA10; 站上MA20; MACD金叉; 红柱放大,sz000603,盛达资源
