score,rating,price,above_ma5,above_ma10,above_ma20,above_ma60,bull_arrange,ma5,ma10,ma20,ma60,dif,dea,macd,macd_golden,macd_dead,macd_above_zero,rsi,rsi_overbought,rsi_oversold,boll_mid,boll_up,boll_dn,kdj_k,kdj_d,kdj_j,kdj_golden,vol_surge_5,vol_expand,reasons,code,name
12,A++ 强烈看好,150.99,True,True,True,True,True,145.32,143.79,138.05,146.15,0.822,-0.8623,3.3688,False,False,False,50.0,False,False,138.05,157.86,118.23,70.3,67.01,76.87,True,True,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 红柱放大; 放量; RSI中性; KDJ金叉; 接近布林上轨,sz002353,杰瑞股份
11,A++ 强烈看好,25.21,True,True,True,True,True,24.04,23.67,22.96,24.4,0.2,-0.103,0.606,False,False,False,69.3,False,False,22.96,25.0,20.93,73.15,74.03,71.41,False,True,True,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 红柱放大; 放量; 倍量; 接近布林上轨,sz002190,成飞集成
11,A++ 强烈看好,27.22,True,True,True,True,True,25.84,25.62,25.32,24.41,0.3889,0.2362,0.3053,False,False,True,52.6,False,False,25.32,27.37,23.26,77.27,70.15,91.52,False,True,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; 红柱放大; 放量; RSI中性; 接近布林上轨,sh603496,恒为科技
10,A++ 强烈看好,67.89,True,True,True,False,True,67.32,66.72,65.73,74.86,-1.9137,-2.652,1.4766,False,False,False,57.0,False,False,65.73,68.86,62.6,78.57,75.6,84.51,True,False,False,站上MA5; 站上MA10; 站上MA20; 多头排列; 红柱放大; RSI中性; KDJ金叉; 接近布林上轨,sz002049,紫光国微
10,A++ 强烈看好,50.47,True,True,True,True,True,49.39,49.1,47.41,48.61,0.4168,0.0394,0.7548,False,False,True,67.1,False,False,47.41,51.58,43.23,70.48,71.79,67.88,False,True,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; 红柱放大; 放量; 接近布林上轨,sh603091,众鑫股份
10,A++ 强烈看好,29.07,True,True,True,False,True,27.98,27.59,26.78,29.63,-0.2598,-0.6429,0.7662,False,False,False,66.8,False,False,26.78,29.05,24.5,83.89,82.08,87.5,True,True,False,站上MA5; 站上MA10; 站上MA20; 多头排列; 红柱放大; 放量; KDJ金叉; 接近布林上轨,sz002876,三利谱
9,A++ 强烈看好,390.3,True,True,True,True,True,387.78,387.46,374.77,353.82,9.0637,8.7513,0.6247,False,False,True,69.1,False,False,374.77,408.72,340.83,53.32,59.65,40.66,False,True,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; 放量; 接近布林上轨,sh603444,吉比特
9,A++ 强烈看好,97.71,True,True,True,True,False,96.63,96.65,96.23,93.77,1.0705,1.1709,-0.2008,False,False,True,61.1,False,False,96.23,98.93,93.53,45.43,43.28,49.72,True,True,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 零轴上方; 放量; KDJ金叉; 接近布林上轨,sh600941,中国移动
9,A++ 强烈看好,22.09,True,True,True,False,True,19.6,18.85,18.78,22.94,-0.5708,-1.13,1.1184,False,False,False,61.0,False,False,18.78,21.32,16.25,82.49,69.27,108.94,False,True,True,站上MA5; 站上MA10; 站上MA20; 多头排列; 红柱放大; 放量; 倍量; KDJ超买; 接近布林上轨,sh603890,春秋电子
9,A++ 强烈看好,52.21,True,True,True,False,True,49.8,48.76,45.49,53.61,-0.4256,-1.6681,2.485,False,False,False,62.6,False,False,45.49,53.39,37.6,81.2,77.08,89.42,True,False,False,站上MA5; 站上MA10; 站上MA20; 多头排列; 红柱放大; KDJ金叉; 接近布林上轨,sz002138,顺络电子
