score,rating,price,above_ma5,above_ma10,above_ma20,above_ma60,bull_arrange,ma5,ma10,ma20,ma60,dif,dea,macd,macd_golden,macd_dead,macd_above_zero,rsi,rsi_overbought,rsi_oversold,boll_mid,boll_up,boll_dn,kdj_k,kdj_d,kdj_j,kdj_golden,vol_surge_5,vol_expand,reasons,code,name
5,B 偏多,161.8,True,False,False,True,False,151.72,170.5,187.07,130.28,0.7107,10.1052,-18.789,False,False,True,35.9,False,False,187.07,242.72,131.43,18.91,18.63,19.48,True,False,False,站上MA5; 站上MA60; 零轴上方; KDJ金叉,sh603629,利通电子
5,B 偏多,147.28,True,False,True,True,False,145.87,148.49,138.66,119.07,6.5912,7.5207,-1.859,False,False,True,54.3,False,False,138.66,163.77,113.55,40.5,52.16,17.2,False,False,False,站上MA5; 站上MA20; 站上MA60; 零轴上方; RSI中性,sz002851,麦格米特
9,A++ 强烈看好,159.0,True,True,True,True,True,151.64,144.82,143.08,135.73,2.676,1.3728,2.6064,False,False,True,67.9,False,False,143.08,158.85,127.3,81.54,72.34,99.93,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; 红柱放大; 接近布林上轨,sh603268,松发股份
8,A++ 强烈看好,388.68,True,True,True,True,True,384.67,384.02,380.73,310.26,15.7814,19.9863,-8.4097,False,False,True,43.0,False,False,380.73,427.77,333.68,52.03,46.11,63.87,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; RSI中性,sz002916,深南电路
3,C 中性,151.26,False,False,False,True,False,151.84,157.2,159.69,134.97,4.0734,7.3181,-6.4895,False,False,True,46.2,False,False,159.69,178.02,141.37,22.33,27.76,11.49,False,False,False,站上MA60; 零轴上方; RSI中性,sh600563,法拉电子
9,A++ 强烈看好,159.6,True,True,True,True,True,151.0,145.01,131.9,89.54,16.6756,16.1181,1.115,False,False,True,76.2,True,False,131.9,168.74,95.06,81.05,78.78,85.59,True,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 多头排列; 零轴上方; 红柱放大; RSI超买; KDJ金叉,sh600183,生益科技
7,A+ 看好,323.37,True,True,True,True,False,316.95,307.51,309.2,255.71,11.1131,11.8361,-1.446,False,False,True,55.1,False,False,309.2,340.12,278.28,72.03,62.9,90.28,False,False,False,站上MA5; 站上MA10; 站上MA20; 站上MA60; 零轴上方; RSI中性; 接近布林上轨,sh603061,金海通
4,B 偏多,625.6,False,True,False,True,False,625.81,625.34,644.62,536.96,9.9652,19.2606,-18.5908,False,False,True,44.7,False,False,644.62,711.0,578.24,47.97,44.56,54.78,False,False,False,站上MA10; 站上MA60; 零轴上方; RSI中性,sz001309,德明利
7,A+ 看好,190.29,True,True,False,True,False,180.26,186.47,191.52,157.52,2.5423,5.8904,-6.6964,False,False,True,44.7,False,False,191.52,214.91,168.12,31.9,27.34,41.03,True,False,False,站上MA5; 站上MA10; 站上MA60; 零轴上方; RSI中性; KDJ金叉,sh603083,剑桥科技
5,B 偏多,487.81,True,False,True,True,False,486.82,489.24,480.64,357.98,31.1131,38.0246,-13.823,False,False,True,41.8,False,False,480.64,541.6,419.68,41.32,43.75,36.47,False,False,False,站上MA5; 站上MA20; 站上MA60; 零轴上方; RSI中性,sh603986,兆易创新
