date,capital,portfolio_value,positions
2025-08-27T00:00:00.000000,75428.13065,99992.63065,3
2025-08-28T00:00:00.000000,75428.13065,99900.63065,3
2025-08-29T00:00:00.000000,75428.13065,100389.63065,3
2025-09-01T00:00:00.000000,75428.13065,100309.63065,3
2025-09-02T00:00:00.000000,75428.13065,100221.63065,3
2025-09-03T00:00:00.000000,75428.13065,99802.63065,3
2025-09-04T00:00:00.000000,75428.13065,99620.63065,3
2025-09-05T00:00:00.000000,75428.13065,100111.63065,3
2025-09-08T00:00:00.000000,75428.13065,100635.63065,3
2025-09-09T00:00:00.000000,75428.13065,100451.63065,3
2025-09-10T00:00:00.000000,75428.13065,100325.63065,3
2025-09-11T00:00:00.000000,75428.13065,100743.63065,3
2025-09-12T00:00:00.000000,75428.13065,100524.63065,3
2025-09-15T00:00:00.000000,75428.13065,100547.63065,3
2025-09-16T00:00:00.000000,87746.63399,100476.93399,2
2025-09-17T00:00:00.000000,76644.30429,100318.60429,3
2025-09-18T00:00:00.000000,76644.30429,100099.60429,3
2025-09-19T00:00:00.000000,76644.30429,100229.60429,3
2025-09-22T00:00:00.000000,76644.30429,99944.60429,3
2025-09-23T00:00:00.000000,76644.30429,99368.60429,3
2025-09-24T00:00:00.000000,76644.30429,99478.60429,3
2025-09-25T00:00:00.000000,76644.30429,99534.60429,3
2025-09-26T00:00:00.000000,76644.30429,99481.60429,3
2025-09-29T00:00:00.000000,88851.94089999999,99712.94089999999,1
2025-09-30T00:00:00.000000,88851.94089999999,99772.94089999999,1
2025-10-09T00:00:00.000000,88851.94089999999,99911.94089999999,1
2025-10-10T00:00:00.000000,88851.94089999999,99630.94089999999,1
2025-10-13T00:00:00.000000,88851.94089999999,99420.94089999999,1
2025-10-14T00:00:00.000000,84826.03348999999,99449.73348999998,2
2025-10-15T00:00:00.000000,84826.03348999999,99584.73348999998,2
2025-10-16T00:00:00.000000,84826.03348999999,99613.73348999998,2
2025-10-17T00:00:00.000000,84826.03348999999,99326.73348999998,2
2025-10-20T00:00:00.000000,95274.89789,99315.59788999999,1
2025-10-21T00:00:00.000000,95274.89789,99371.59788999999,1
2025-10-22T00:00:00.000000,95274.89789,99368.59788999999,1
2025-10-23T00:00:00.000000,95274.89789,99397.59788999999,1
2025-10-24T00:00:00.000000,95274.89789,99368.59788999999,1
2025-10-27T00:00:00.000000,92465.05519,99331.75519,2
2025-10-28T00:00:00.000000,92465.05519,99348.75519,2
2025-10-29T00:00:00.000000,90717.84648,99245.84648,2
2025-10-30T00:00:00.000000,90717.84648,99233.84648,2
2025-10-31T00:00:00.000000,83133.57187999999,99112.57187999999,3
2025-11-03T00:00:00.000000,83133.57187999999,99241.57187999999,3
2025-11-04T00:00:00.000000,83133.57187999999,99211.57187999999,3
2025-11-05T00:00:00.000000,83133.57187999999,99346.57187999999,3
2025-11-06T00:00:00.000000,83133.57187999999,99186.57187999999,3
2025-11-07T00:00:00.000000,83133.57187999999,99552.57187999999,3
2025-11-10T00:00:00.000000,83133.57187999999,100384.57187999999,3
2025-11-11T00:00:00.000000,83133.57187999999,100747.57187999999,3
2025-11-12T00:00:00.000000,83133.57187999999,100697.57187999999,3
2025-11-13T00:00:00.000000,83133.57187999999,100896.57187999999,3
2025-11-14T00:00:00.000000,83133.57187999999,100639.57187999999,3
2025-11-17T00:00:00.000000,83133.57187999999,100491.57187999999,3
2025-11-18T00:00:00.000000,83133.57187999999,100193.57187999999,3
2025-11-19T00:00:00.000000,83133.57187999999,100012.57187999999,3
2025-11-20T00:00:00.000000,83133.57187999999,99919.57187999999,3
2025-11-21T00:00:00.000000,83133.57187999999,99524.57187999999,3
2025-11-24T00:00:00.000000,83133.57187999999,99424.57187999999,3
2025-11-25T00:00:00.000000,83133.57187999999,99631.57187999999,3
2025-11-26T00:00:00.000000,83133.57187999999,99718.57187999999,3
2025-11-27T00:00:00.000000,77938.34147999999,99502.34147999999,3
2025-11-28T00:00:00.000000,77938.34147999999,99526.34147999999,3
2025-12-01T00:00:00.000000,83624.63508,100045.63508,2
2025-12-02T00:00:00.000000,91939.13997999999,100095.13997999999,1
2025-12-03T00:00:00.000000,91939.13997999999,100156.13997999999,1
2025-12-04T00:00:00.000000,91939.13997999999,100128.13997999999,1
2025-12-05T00:00:00.000000,91939.13997999999,100162.13997999999,1
2025-12-08T00:00:00.000000,85772.29048,100118.29048,2
2025-12-09T00:00:00.000000,85772.29048,99862.29048,2
2025-12-10T00:00:00.000000,85772.29048,99859.29048,2
2025-12-11T00:00:00.000000,85772.29048,99780.29048,2
2025-12-12T00:00:00.000000,85772.29048,99920.29048,2
2025-12-15T00:00:00.000000,85772.29048,100346.29048,2
2025-12-16T00:00:00.000000,85772.29048,100293.29048,2
2025-12-17T00:00:00.000000,85772.29048,100449.29048,2
2025-12-18T00:00:00.000000,85772.29048,100430.29048,2
2025-12-19T00:00:00.000000,93714.90698,100414.90698,1
2025-12-22T00:00:00.000000,93714.90698,100393.90698,1
2025-12-23T00:00:00.000000,84821.23968,100486.23968,2
2025-12-24T00:00:00.000000,84821.23968,100335.23968,2
2025-12-25T00:00:00.000000,84821.23968,100247.23968,2
2025-12-26T00:00:00.000000,84821.23968,100992.23968,2
2025-12-29T00:00:00.000000,84821.23968,100782.23968,2
2025-12-30T00:00:00.000000,84821.23968,100547.23968,2
2025-12-31T00:00:00.000000,84821.23968,100942.23968,2
2026-01-05T00:00:00.000000,84821.23968,100911.23968,2
2026-01-06T00:00:00.000000,74819.23998,101134.23998,3
2026-01-07T00:00:00.000000,74819.23998,101090.23998,3
2026-01-08T00:00:00.000000,74815.12217999999,100661.12217999999,3
2026-01-09T00:00:00.000000,74815.12217999999,100819.12217999999,3
2026-01-12T00:00:00.000000,74815.12217999999,100682.12217999999,3
2026-01-13T00:00:00.000000,74815.12217999999,100370.12217999999,3
2026-01-14T00:00:00.000000,74815.12217999999,99955.12217999999,3
2026-01-15T00:00:00.000000,74815.12217999999,99909.12217999999,3
2026-01-16T00:00:00.000000,74815.12217999999,99702.12217999999,3
2026-01-19T00:00:00.000000,84431.23647999999,100226.23647999999,2
2026-01-20T00:00:00.000000,84431.23647999999,100525.23647999999,2
2026-01-21T00:00:00.000000,84431.23647999999,100350.23647999999,2
2026-01-22T00:00:00.000000,84431.23647999999,100097.23647999999,2
2026-01-23T00:00:00.000000,93760.43688,99975.43688,1
2026-01-26T00:00:00.000000,93760.43688,99999.43688,1
2026-01-27T00:00:00.000000,93760.43688,100116.43688,1
2026-01-28T00:00:00.000000,93760.43688,100060.43688,1
2026-01-29T00:00:00.000000,82680.11378,100382.11378,2
2026-01-30T00:00:00.000000,82680.11378,99680.11378,2
2026-02-02T00:00:00.000000,82680.11378,99836.11378,2
2026-02-03T00:00:00.000000,82680.11378,99891.11378,2
2026-02-04T00:00:00.000000,82680.11378,100097.11378,2
2026-02-05T00:00:00.000000,82680.11378,100129.11378,2
2026-02-06T00:00:00.000000,82680.11378,99895.11378,2
2026-02-09T00:00:00.000000,82680.11378,100111.11378,2
2026-02-10T00:00:00.000000,89322.12058,99972.12058,1
2026-02-11T00:00:00.000000,79619.21058,99923.21058,2
2026-02-12T00:00:00.000000,79619.21058,99498.21058,2
