date,capital,portfolio_value,positions
2025-08-26T00:00:00.000000,70527.66095,99991.16095,3
2025-08-27T00:00:00.000000,70527.66095,99316.16095,3
2025-08-28T00:00:00.000000,70527.66095,99065.16095,3
2025-08-29T00:00:00.000000,70527.66095,99991.16095,3
2025-09-01T00:00:00.000000,70527.66095,99473.16095,3
2025-09-02T00:00:00.000000,70527.66095,99469.16095,3
2025-09-03T00:00:00.000000,70527.66095,98903.16095,3
2025-09-04T00:00:00.000000,70527.66095,98370.16095,3
2025-09-05T00:00:00.000000,70527.66095,98913.16095,3
2025-09-08T00:00:00.000000,70527.66095,99235.16095,3
2025-09-09T00:00:00.000000,73982.36955000002,99017.86955000002,3
2025-09-10T00:00:00.000000,73982.36955000002,98848.86955000002,3
2025-09-11T00:00:00.000000,73982.36955000002,98996.86955000002,3
2025-09-12T00:00:00.000000,73982.36955000002,98944.86955000002,3
2025-09-15T00:00:00.000000,73982.36955000002,99022.86955000002,3
2025-09-16T00:00:00.000000,79169.73419000002,98795.03419000002,3
2025-09-17T00:00:00.000000,79169.73419000002,98738.03419000002,3
2025-09-18T00:00:00.000000,79169.73419000002,98743.03419000002,3
2025-09-19T00:00:00.000000,79169.73419000002,98791.03419000002,3
2025-09-22T00:00:00.000000,79169.73419000002,98756.03419000002,3
2025-09-23T00:00:00.000000,79169.73419000002,98284.03419000002,3
2025-09-24T00:00:00.000000,79169.73419000002,98424.03419000002,3
2025-09-25T00:00:00.000000,79169.73419000002,98517.03419000002,3
2025-09-26T00:00:00.000000,84281.50020000002,98264.50020000002,2
2025-09-29T00:00:00.000000,84281.50020000002,98226.50020000002,2
2025-09-30T00:00:00.000000,84281.50020000002,98548.50020000002,2
2025-10-09T00:00:00.000000,80157.09990000003,98312.09990000003,2
2025-10-10T00:00:00.000000,86955.05990000004,97734.05990000004,1
2025-10-13T00:00:00.000000,86955.05990000004,97524.05990000004,1
2025-10-14T00:00:00.000000,82929.15249000004,97552.85249000003,2
2025-10-15T00:00:00.000000,82929.15249000004,97687.85249000003,2
2025-10-16T00:00:00.000000,82929.15249000004,97716.85249000003,2
2025-10-17T00:00:00.000000,82929.15249000004,97429.85249000003,2
