date,code,name,action,price,shares,strength,buy_price,return,reason
2026-02-03T00:00:00.000000,sz002230,科大讯飞,卖出,58.12,200.0,,60.89,-0.04549187058630322,持有20天
2026-02-10T00:00:00.000000,sz002493,荣盛石化,卖出,14.734,200.0,,12.544,0.17458545918367344,持有20天
2026-02-25T00:00:00.000000,sh600585,海螺水泥,卖出,26.38,200.0,,24.4,0.08114754098360658,持有20天
2026-02-25T00:00:00.000000,sz002271,东方雨虹,卖出,18.75,200.0,,17.95,0.04456824512534823,持有20天
2026-02-25T00:00:00.000000,sh600585,海螺水泥,买入,26.38,200.0,6.5,,,
2026-03-02T00:00:00.000000,sh601088,中国神华,买入,44.73,200.0,8.0,,,
2026-03-02T00:00:00.000000,sh601919,中远海控,买入,15.44,200.0,5.5,,,
2026-03-18T00:00:00.000000,sh600585,海螺水泥,卖出,24.88,200.0,,26.38,-0.05686125852918878,持有20天
2026-03-20T00:00:00.000000,sz300750,宁德时代,买入,406.094,200.0,6.0,,,
2026-03-24T00:00:00.000000,sh601088,中国神华,卖出,48.48,200.0,,44.73,0.08383635144198526,持有20天
2026-03-24T00:00:00.000000,sh601919,中远海控,卖出,15.5,200.0,,15.44,0.003886010362694333,持有20天
2026-04-09T00:00:00.000000,sz002475,立讯精密,买入,55.09,200.0,5.0,,,
2026-04-10T00:00:00.000000,sz300750,宁德时代,卖出,409.094,200.0,,406.094,0.0073874521662472235,持有20天
2026-04-14T00:00:00.000000,sz002415,海康威视,买入,32.73,200.0,5.5,,,
2026-04-16T00:00:00.000000,sz300750,宁德时代,买入,447.074,192.0,7.0,,,
2026-04-27T00:00:00.000000,sz002475,立讯精密,卖出,71.97,200.0,,55.09,0.30640769649664173,止盈(30.6%)
2026-04-27T00:00:00.000000,sz002475,立讯精密,买入,71.97,200.0,7.0,,,
2026-05-07T00:00:00.000000,sz002415,海康威视,卖出,35.21,200.0,,32.73,0.07577146348915381,持有20天
2026-05-07T00:00:00.000000,sz300750,宁德时代,卖出,451.64,192.0,,447.074,0.010213074345633998,持有20天
2026-05-07T00:00:00.000000,sz002050,三花智控,买入,50.32,200.0,5.0,,,
2026-05-11T00:00:00.000000,sz000333,美的集团,买入,80.67,200.0,5.0,,,
2026-05-13T00:00:00.000000,sz002241,歌尔股份,买入,25.943,200.0,8.0,,,
2026-05-19T00:00:00.000000,sz002475,立讯精密,卖出,72.4,200.0,,71.97,0.005974711685424577,持有20天
2026-05-22T00:00:00.000000,sz000725,京东方A,买入,5.16,200.0,9.5,,,
2026-05-28T00:00:00.000000,sz002050,三花智控,卖出,48.61,200.0,,50.32,-0.03398251192368841,持有20天
2026-06-02T00:00:00.000000,sz000333,美的集团,卖出,82.6,200.0,,80.67,0.023924631213586123,持有20天
2026-06-03T00:00:00.000000,sz002241,歌尔股份,卖出,26.81,200.0,,25.943,0.03341941949658857,持有20天
2026-06-09T00:00:00.000000,sz000725,京东方A,卖出,6.52,200.0,,5.16,0.2635658914728681,止盈(26.4%)
2026-06-11T00:00:00.000000,sz000333,美的集团,买入,85.35,200.0,7.5,,,
2026-06-12T00:00:00.000000,sh601688,华泰证券,买入,19.97,200.0,5.0,,,
