date,capital,portfolio_value,positions
2025-11-13T00:00:00.000000,81940.5838,99994.5838,1
2025-11-14T00:00:00.000000,81940.5838,99546.5838,1
2025-11-17T00:00:00.000000,81940.5838,99450.5838,1
2025-11-18T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-19T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-20T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-21T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-24T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-25T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-26T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-27T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-11-28T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-01T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-02T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-03T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-04T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-05T00:00:00.000000,98893.49639999999,98893.49639999999,0
2025-12-08T00:00:00.000000,87418.05479999998,98890.05479999998,1
2025-12-09T00:00:00.000000,87418.05479999998,98668.05479999998,1
2025-12-10T00:00:00.000000,87418.05479999998,98791.05479999998,1
2025-12-11T00:00:00.000000,87418.05479999998,98659.05479999998,1
2025-12-12T00:00:00.000000,68764.46039999998,98884.46039999998,2
2025-12-15T00:00:00.000000,64217.09659999998,100236.09659999999,3
2025-12-16T00:00:00.000000,64217.09659999998,100001.09659999999,3
2025-12-17T00:00:00.000000,64217.09659999998,101080.09659999999,3
2025-12-18T00:00:00.000000,64217.09659999998,101156.09659999999,3
2025-12-19T00:00:00.000000,64217.09659999998,101215.09659999999,3
2025-12-22T00:00:00.000000,64217.09659999998,101298.09659999999,3
2025-12-23T00:00:00.000000,64217.09659999998,101710.09659999999,3
2025-12-24T00:00:00.000000,64217.09659999998,101575.09659999999,3
2025-12-25T00:00:00.000000,64217.09659999998,102460.09659999999,3
2025-12-26T00:00:00.000000,64217.09659999998,102517.09659999999,3
2025-12-29T00:00:00.000000,82430.49926,102055.29926,3
2025-12-30T00:00:00.000000,84520.58455999999,102087.38455999999,3
2025-12-31T00:00:00.000000,84520.58455999999,102599.38455999999,3
2026-01-05T00:00:00.000000,84520.58455999999,102917.38455999999,3
2026-01-06T00:00:00.000000,84520.58455999999,103353.38455999999,3
2026-01-07T00:00:00.000000,84520.58455999999,103065.38455999999,3
2026-01-08T00:00:00.000000,84930.83445999998,102478.63445999999,3
2026-01-09T00:00:00.000000,84930.83445999998,103029.63445999999,3
2026-01-12T00:00:00.000000,84930.83445999998,102963.63445999999,3
2026-01-13T00:00:00.000000,84930.83445999998,102915.63445999999,3
2026-01-14T00:00:00.000000,84930.83445999998,102488.63445999999,3
2026-01-15T00:00:00.000000,84930.83445999998,102489.63445999999,3
2026-01-16T00:00:00.000000,84930.83445999998,102958.63445999999,3
2026-01-19T00:00:00.000000,84930.83445999998,103373.63445999999,3
2026-01-20T00:00:00.000000,84930.83445999998,103624.63445999999,3
2026-01-21T00:00:00.000000,84930.83445999998,103816.63445999999,3
2026-01-22T00:00:00.000000,91340.03505999998,103921.83505999998,3
2026-01-23T00:00:00.000000,91340.03505999998,103997.83505999998,3
2026-01-26T00:00:00.000000,91340.03505999998,103883.83505999998,3
2026-01-27T00:00:00.000000,91340.03505999998,103859.83505999998,3
2026-01-28T00:00:00.000000,94970.12945999998,104024.92945999998,3
2026-01-29T00:00:00.000000,94970.12945999998,104258.92945999998,3
2026-01-30T00:00:00.000000,94970.12945999998,104166.92945999998,3
2026-02-02T00:00:00.000000,97670.11921999998,103694.11921999998,2
2026-02-03T00:00:00.000000,97670.11921999998,103904.11921999998,2
2026-02-04T00:00:00.000000,97670.11921999998,104156.11921999998,2
2026-02-05T00:00:00.000000,97670.11921999998,104144.11921999998,2
2026-02-06T00:00:00.000000,97670.11921999998,104072.11921999998,2
2026-02-09T00:00:00.000000,97670.11921999998,104090.11921999998,2
